hörspielID	titel	kurzbeschreibung	beschreibung	metabeschreibung	veröffentlichungsdatum	unvollständig	cover	urlCoverApple	urlCoverKosmos	urlDreifragezeichen	idAppleMusic	idSpotify	idBookbeat	idAmazonMusic	idAmazon	idYouTubeMusic
312	Chaos vor der Kamera		Rasende Verfolgungsjagden, Autos, die in Flammen aufgehen, todesmutige Stunts: Justus, Peter und Bob finden es einfach cool, dass der neue Actionfilm bei ihnen auf dem Schrottplatz gedreht wird. Doch die Dreharbeiten stehen unter einem schlechten Stern. Bereits am ersten Tag müssen die Arbeiten wegen einer Panne eingestellt werden: die Feuerlöscher sind nicht ordnungsgemäß überprüft worden und leider – leer. Ein Versäumnis? Die drei Jungs glauben nicht daran und nehmen die Crew unter die Lupe: Einer von ihnen spielt ein falsches Spiel mit gefährlichen Folgen. Aber wer? Blitzartig stecken die drei Detektive wieder mitten in einem hochspannenden Fall.		2009-06-13	false	0	http://a1.mzstatic.com/r40/Music69/v4/b6/56/1f/b6561fd0-51bf-a8a9-1349-b3a81f0c2c75/886445747591.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/chaos-vor-der-kamera-1	1092522053	30w9IzSbHHevllaU299TMh		B01CUS1V20	B002L1FEXO	MPREb_LTH4DRafIbw
313	Flucht in die Zukunft		Was ist mit John Smith geschehen? Der schrullige Tüftler hat behauptet, eine Zeitmaschine entwickelt zu haben, nun ist er spurlos verschwunden. Onkel Titus bekommt den Auftrag, seine Wohnung zu entrümpeln und die drei Jungs begleiten ihn. Dort finden sie einen merkwürdigen Apparat etwa die Zeitmaschine? Wurde Smith in eine andere Dimension versetzt? Es gibt für die drei Jungdetektive nur einen Weg, ihm zu helfen: Sie müssen die Zeitmaschine zum Laufen bringen.		2009-07-13	false	0	http://a1.mzstatic.com/r40/Music69/v4/91/31/dc/9131dc0b-4d89-6225-5ddb-11559e558d84/886445747607.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/flucht-in-die-zukunft-1	1092521899	1wNy1x9hCcnmU1vhT7S2Tc		B01CUS2LGK	B002L1FEY8	MPREb_wI7vHrqM4By
314	Gefahr im Gruselgarten		Es ist Jahrmarkt in Rocky Beach! Die drei Fragezeichen haben Freikarten bekommen, unter anderem auch für den Gruselgarten. Dort begegnen ihnen seltsame Gestalten: ein narbengesichtiger Feuerspucker oder die geheimnisvolle Hellseherin Madame Vandorra. Aber irgendetwas stimmt hier nicht – das riechen die Spürnasen sofort! Als sich auch noch Onkel Titus und Tante Mathilda im Gruselgarten vergnügen, ist plötzlich Titus' Brieftasche weg – oder doch nicht? Schnell sind die drei Kids mitten in einem neuen Fall …		2009-08-13	false	0	http://a1.mzstatic.com/r40/Music69/v4/c5/07/3e/c5073e22-d1ba-ea71-11c9-c399c900cadf/886445747614.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/gefahr-im-gruselgarten-1	1092521960	4TSPWdUo2J4w6VuwQgUK2e		B01CUS15GW	B002L1FEYS	MPREb_kQz1uNuHKMD
315	Gruft der Piraten		Durch Zufall entdecken Justus, Peter und Bob rätselhafte Spuren eines versunkenen Schiffes. Ein gefährliches Abenteuer auf dem Grund des Meeres beginnt. Was hat es mit dem Teufelsriff auf sich? Und was bedeuten die Zeichen auf der geheimen Schatzkarte? Doch Die drei ??? Kids sind nicht die einzigen, die sich für das Gold der Piraten interessieren …		2009-09-13	false	0	http://a1.mzstatic.com/r40/Music69/v4/a9/a1/f0/a9a1f0a3-9017-56fb-ef1d-5b610033eb9b/886445747638.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/gruft-der-piraten-1	1092534848	2rleLzoiSWt5IVyZpkkVHA		B01CUS4IEI	B001Q2RWPC	MPREb_C62NnSSbT3J
316	Nacht unter Wölfen		Justus, Bob und Peter können es nicht glauben: Sie selbst sollen mit Falschgeld bezahlt haben. Aber woher stammen die Blüten? Die Spuren führen quer durch Rocky Beach und im Zirkus Rondini erhalten sie einen entscheidenden Hinweis. Doch sieben hungrige Wölfe bewachen ein düsteres Geheimnis.		2009-10-13	false	0	http://a1.mzstatic.com/r40/Music49/v4/71/98/32/71983264-9920-a910-0fd0-99e5a920608a/886445747645.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/nacht-unter-wolfen	1092521938	3RRqQIyDs7AkO3TPbmuRpt		B01CUS3JS4	B001Q2RWPW	MPREb_8orkZiwm9CG
317	SOS über den Wolken		Die drei ??? Kids ermitteln weiter! Alles fängt so toll an: Die drei Detektive werden für einen Aufräumjob mit einer Fahrt im Heißluftballon belohnt. Aber ein Sabotageakt macht aus dem Vergnügen schnell ein gefährliches Abenteuer. Wieder mit beiden Beinen fest auf dem Boden möchten die drei ??? die Hintergründe des Anschlags in Erfahrung bringen. Bis der Fall jedoch endgültig gelöst ist, gilt es eine zweite nicht ganz ungefährliche Ballonfahrt zu meistern.		2009-11-13	false	0	http://a1.mzstatic.com/r40/Music69/v4/cb/50/aa/cb50aa45-8749-f162-58df-e432c5c261eb/886445747676.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/sos-uber-den-wolken-1	1092524593	7A5GQZrirxYgjWCTGpbnbs		B01CUS1MAG	B0025T4YRE	MPREb_iqUA0OGplOT
318	Spuk in Rocky Beach		Unheimliche Dinge geschehen in Rocky Beach. Gruselige Geistererscheinungen, rätselhafte Kornkreise und gespenstische Schattenwesen. Kein Wunder, dass sich auch das Fernsehen dafür interessiert. Doch die drei ??? Kids wollen nicht so richtig an UFOs und Außerirdische glauben. Ein Fall für starke Nerven.		2009-12-13	false	0	http://a1.mzstatic.com/r40/Music124/v4/2e/c2/1b/2ec21be4-5038-4f7d-17b9-429580aad031/886445747690.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/spuk-in-rocky-beach-1	1092525596	6PRRmyf0vuFwPeuVLdDq4q		B01CUS0UW2	B002L1FEZC	MPREb_C9JKjq4tlj6
319	Fluch des Goldes		Die drei ??? Kids können es nicht glauben: In den Magic Mountains wurde tatsächlich Gold gefunden. Kein Wunder, dass alle plötzlich verrückt spielen. Goldrausch in Rocky Beach. Nur Justus, Peter und Bob behalten die Nerven und eine abenteuerliche Jagd beginnt. Doch n den unbewohnten Wäldern und reißenden Flüssen lauern viele Gefahren.		2009-12-27	false	0	http://a1.mzstatic.com/r40/Music49/v4/9c/ec/b9/9cecb935-1219-4732-0efd-d5cea6f189fc/886445747713.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/fluch-des-goldes-1	1092526621	6GPxCYDZkEqCLPc7BeCFYb		B01CURZNKM	B002RKPWLI	MPREb_OL0xAgYenFz
320	Internetpiraten		Schon wieder haben die Computerdiebe zugeschlagen und diesmal hat es sogar Bobs Vater erwischt. Klar, dass die drei ??? den Fall übernehmen und Operation ?Pegasus? beginnt. Doch jemand treibt ein doppeltes Spiel und die Spur führt zu einem alten Schiffswrack. Starke Nerven sind gefragt, denn anscheinend sind sie nicht die einzigen an Bord.		2010-02-05	false	0	http://a1.mzstatic.com/r40/Music69/v4/ea/f8/23/eaf82372-4641-bce2-eb53-ddd906f6a5d1/886445747720.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/internetpiraten-1	1092527217	3aYsZOOX3BVsCcHC0MQq3f		B01CUS45KA	B002YCI0PE	MPREb_llQVNPBtfZY
321	Im Reich der Rätsel		Das Testament eines Spielerfinders führt die drei ??? Kids zu einem geheimnisvollen Schloss. Doch leicht wird es nicht, an das Erbe des reichen Mannes heranzukommen. Viele sonderbare Rätsel müssen gelöst werden und es geht in dunkle Gänge und schaurige Verließe. Ist alles etwa nur ein Spiel?		2010-03-12	false	0	http://a1.mzstatic.com/r40/Music49/v4/46/ca/85/46ca85bd-cf28-a400-b7d4-bcd5932975c4/886445747751.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/im-reich-der-ratsel-3	1092525617	7xFfmSVyP8y9gcXRPG7xmT		B01CUS0ZTK	B003273MLW	MPREb_ihpiDpbBDQ5
322	Gefahr aus dem All		Kometen rasen auf die Erde zu und riesige Meteoriten stürzen vom Himmel. Das zumindest könnte passieren, wenn die Erfindung des genialen Professors in falsche Hände gerät. Den drei ??? bleibt nicht viel Zeit für ihren gefährlichen Auftrag. Der Countdown läuft und dann taucht auch noch ihr Erzfeind auf …		2010-03-12	false	0	http://a1.mzstatic.com/r40/Music69/v4/d1/e5/ce/d1e5ce0e-4d2d-d14f-b739-4278fc097dbb/886445747782.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/gefahr-aus-dem-all-1	1092521435	1WTFQcnnJZRhRLkA6Pemom		B01CUS18JG	B003273MMG	MPREb_E5DK7SqImJu
323	In der Geisterstadt		Ein kleines Erdbeben erschüttert die kalifornische Küste und alle Einwohner flüchten an den nahen Strand. Innerhalb kürzester Zeit gleicht Rocky Beach einer Geisterstadt. Doch irgendetwas stimmt nicht und die drei ??? Kids haben einen schrecklichen Verdacht. Plötzlich sind sie ganz allein in einer menschenleeren Stadt – allein mit mächtigen Gegnern.		2010-05-21	false	0	http://a1.mzstatic.com/r40/Music49/v4/4c/46/d9/4c46d9f7-eb54-69e5-2f1c-ee14b987b9ea/886445747812.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/in-der-geisterstadt-1	1092526142	3Dn23cUQU7RehW7QeBt3cJ		B01CUS3LHS	B003BF8V6G	MPREb_JpHlCrQE8k5
324	Der magische Brunnen		Phantastische Dinge geschehen plötzlich in Rocky Beach: Der Brunnen füllt sich mit Münzen, Schneeberge bei 30 Grad und auf dem Jahrmarkt erhält jeder den Hauptgewinn. Doch so ganz trauen die drei ??? Kids dem Schlaraffenland nicht und sie schöpfen einen Verdacht: Alles was geschah, stand in einem bekannten Kinderbuch. Nur das Ende der Geschichte muss neu geschrieben werden.		2010-08-20	false	0	http://a1.mzstatic.com/r40/Music49/v4/f6/55/23/f65523b9-d0e1-e3d4-9622-9b60888c4b45/886445747836.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/der-magische-brunnen-1	1092521849	2xo9X40JoJuDO64Iy5mpNY		B01CUS1NX2	B003Q96OBG	MPREb_U51OnpK8Lwx
325	Rettet Atlantis!		In der Nähe von Rocky Beach eröffnet ein riesiger Aqua Park. Justus, Peter und Bob haben Glück und dürfen bei der Einweihungsfeier dabei sein. Es gibt Wasserrutschen, lustige Delfine aber auch gefährliche Haifische zu bestaunen. Doch es geht einiges schief bei dem Fest. Sabotage? Die drei ??? Kids übernehmen den gefährlichen Auftrag und tauchen bei ihren Ermittlungen in die Unterwasserwelt ein.		2010-10-01	false	0	http://a1.mzstatic.com/r40/Music49/v4/9e/98/25/9e9825a4-aef5-6625-02bf-547840484607/886445747867.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/rettet-atlantis	1092526143	2RJHP6Kw1jZrp56WCqtiQW		B01CUS2JOY	B003TQBBHS	MPREb_y3TtZZfe4JE
326	Mission Maulwurf		"Was ist, wenn sie uns entdecken?", flüsterte Peter nervös. Justus zog sich die Maske über das Gesicht. "Als Maulwurf muss man eben mit der Gefahr leben." Justus, Peter und Bob sehen nur eine Chance die Einbrecherbande zu überführen: Die drei ??? müssen sich unter die Gangster mischen. Die "Mission Maulwurf" beginnt.		2010-12-03	false	0	http://a1.mzstatic.com/r40/Music69/v4/c1/eb/e4/c1ebe4b4-31d9-0f85-15ea-3bc6b238615c/886445747874.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/mission-maulwurf	1092521904	5Z6HPLDixzbX8TNK889Fr8		B01CUS12OC	B00447KI6Q	MPREb_Dxu7iTzVv4t
327	Spur in die Wildnis		Die drei ??? Kids können es kaum glauben: Sie dürfen bei der California Action Tour mitmachen und mit Glück 10.000 Dollar gewinnen. Bei dem Wettkampf müssen die Detektive spannende Abenteuer allein in der Wildnis bestehen. Doch irgendjemand treibt ein falsches Spiel und es wird plötzlich richtig gefährlich. Jetzt sind starke Nerven gefragt …		2011-01-28	false	0	http://a1.mzstatic.com/r40/Music124/v4/a7/1a/f4/a71af47c-a49e-3549-e9c6-d180c9a2e616/886445747898.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/spur-in-die-wildnis	1092527170	5NmTdnYuPpnDlF9zBTnwHT		B01CUS15RG	B004C4IITU	MPREb_oAb1BTxVrpB
328	Die Schmugglerinsel		Onkel Titus hat eine ganze Insel geerbt. Natürlich lassen es sich die drei ??? Kids nicht nehmen, "Magic Island" zu erforschen. Doch anscheinend sind sie nicht allein auf der Insel. Sie finden rätselhafte Fußabdrücke und die Spur führt in eine geheimnisvolle Felsenhöhle. Das Abenteuer beginnt.		2011-03-04	false	0	http://a1.mzstatic.com/r40/Music49/v4/85/79/19/8579193d-31e3-51e8-206c-5b8e56c90ada/886445747904.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/die-schmugglerinsel-1	1092527789	0WwfV73hIbVsEfIUJxFCMN		B01CUS441K	B004GNH57S	MPREb_xqG79BvoJ1c
329	Die Geisterjäger		Sonderbare Dinge geschehen in der Villa von Mrs. Almond. Spukt es etwa in den alten Gemäuern? Diesmal versuchen sich die drei ??? Kids als Geisterjäger. Vom Keller bis zum Dachboden wird alles unter die Lupe genommen. Doch mit wem haben sie sich hier bloß angelegt? Gänsehaut ist angesagt.		2011-06-24	false	0	http://a1.mzstatic.com/r40/Music69/v4/52/d6/93/52d693aa-92bc-1ff5-e248-a8db7a631dfc/886445749236.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/die-geisterjager-1	1092520364	3sMdBpUspSRJxhr2oze3le		B01CUS3MUE	B004VU04GK	MPREb_pmuUCPCtGn8
330	Einarmige Banditen		Die drei ??? Kids können es kaum glauben: In Rocky Beach finden verbotene Glücksspiele statt. Selbst Onkel Titus versucht sich an den bunten Automaten – den "Einarmigen Banditen". Doch als Justus, Peter und Bob die Ermittlungen aufnehmen, wird?s gefährlich. Anscheinend mögen es einige dunkle Gestalten nicht, wenn sie bei ihren Geschäften gestört werden.		2011-08-19	false	0	http://a1.mzstatic.com/r40/Music124/v4/7b/d2/67/7bd2671f-fdd3-9237-94f3-6a304e88ef6a/886445749243.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/einarmige-banditen-1	1092521920	2ILrLgqLA1pterp2pZoChc		B01CUS2R3W	B0050F9Y1G	MPREb_JgyXSwDrSyl
331	Feuer in Rocky Beach		Feueralarm in Rocky Beach, denn mitten in der Nacht brennt Onkel Titus' Schuppen ab. Doch dies bleibt nicht der einzige rätselhafte Brand. Ist das Zufall? Oder ist hier ein Feuerteufel am Werk? Ein Fall für die drei ??? Kids, die für ihre Ermittlungen sogar in die Jugendfeuerwehr eintreten. Es gibt viele Spuren, aber nur eine führt zur Lösung.		2011-09-30	false	0	http://a1.mzstatic.com/r40/Music69/v4/11/51/67/1151679e-5e41-7f46-a515-9eb7f4919b43/886445749250.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/feuer-in-rocky-beach-1	1092522056	5PEjckgsqkxbpDlgz30wTk		B01CUS24RG	B005DIVG4S	MPREb_lUkTdxS2C4C
332	Im Bann des Zauberers		Mitten auf dem Marktplatz von Rocky Beach findet eine Zaubershow statt. Einem mysteriösen Magier gelingt es dabei, das Publikum zu hypnotisieren. Auch die drei ??? Kids werden in seinen Bann gezogen. Doch der Zauberer führt anscheinend noch etwas ganz anderes im Schilde. Können die drei Freunde den Mann stoppen?		2011-11-11	false	0	http://a1.mzstatic.com/r40/Music69/v4/af/fa/24/affa242a-99cb-0676-4410-5e0d74e93fbe/886445749267.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/im-bann-des-zauberers-1	1092521032	1GsVIL0B05ykaxM0sjjik8		B01CUS3SR6	B005GJFMQM	MPREb_XYMKkXrslQD
333	In letzter Sekunde		In Rocky Beach gibt es für kurze Zeit die größte Kuckucksuhr der Welt zu bestaunen. Doch dann geschieht das schier Unglaubliche: Die kostbare Uhr verschwindet spurlos. Wer steckt dahinter? Verbirgt die Uhr ein Geheimnis? Oder hat es sogar mit Zauberei zu tun? Für die drei ??? Kids beginnt ein Wettlauf gegen die Zeit.		2012-01-20	false	0	http://a1.mzstatic.com/r40/Music69/v4/3f/fe/9d/3ffe9d07-b219-0fb5-9860-6b29d333b0f7/886445749274.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/in-letzter-sekunde-3	1092520692	5nCCuIqR5MsRi3tI90Vu4T		B01CUS1X9Q	B0063N9VNU	MPREb_kUapVLmx9Rh
334	Fußball-Alarm		Fußballmeisterschaft in Rocky Beach! Doch es geht nicht nur um den Pokal – Onkel Titus' Schrottplatz steht auf dem Spiel. Die Mannschaft von Justus, Peter und Bob muss also in jedem Fall gewinnen! Aber die Meisterschaft entwickelt sich zu einem richtigen Krimi, denn ihre Gegner kämpfen mit allen Mitteln.		2012-03-02	false	0	http://a1.mzstatic.com/r40/Music69/v4/c3/b7/f6/c3b7f693-42df-1ea4-ec19-1f5162962b5d/886445749304.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/fussball-alarm-3	1092521933	7zlnjYjJotwmyxPWee0s9W		B01CUS2DHM	B006N2Q79W	MPREb_CK6Qkn15Xus
335	Die Schokofalle		Das Rezept der köstlichsten Schokolade der Welt ist gestohlen worden. Klar, dass den drei ??? Kids besonders viel daran liegt, diesen Fall zu lösen. Doch wer steckt hinter der Industriespionage? Justus, Peter und Bob müssen der Sache auf den Grund gehen und die Spur führt sie direkt in eine Schokoladenfabrik.		2012-04-13	false	0	http://a1.mzstatic.com/r40/Music124/v4/b2/5b/b5/b25bb5c1-5565-5c97-6193-b657a6417914/886445749991.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/die-schokofalle-1	1110089219	0BiK4U6FaICuYqpUQ553Qo		B01FDMQFWG	B006ZJJ7BI	MPREb_kA0OFnKY89n
336	Diamantenjagd		Unglaublich: Liegen unter der Erde von Rocky Beach tatsächlich wertvolle Edelsteine? So zumindest erzählt es eine rätselhafte Legende vom alten Fred Fireman. Die drei ??? Kids müssen tief hinabsteigen, um das Geheimnis zu lösen. Doch sie sind nicht allein auf der spannenden Jagd nach den Diamanten.		2012-07-13	false	0	http://a1.mzstatic.com/r40/Music18/v4/ca/e7/c2/cae7c21b-4105-1c7d-e187-ca002b384436/886445750034.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/diamantenjagd-1	1110089816	4BTfGkg67lPD7pnV9YABGC		B01F2KUV92	B0071J7INA	MPREb_xj7Fu6zF47G
337	Monsterpilze		Ein neues Abenteuer wartet auf die drei Detektive. Riesige Pilze, monströse Kirschen und Insekten so groß wie Kühlschränke! Wirklich seltsame Dinge geschehen in Rocky Beach. Hat der verrückte Erfinder seine Finger im Spiel? Eins ist klar: Die drei ??? Kids haben einen schwierigen Fall zu lösen.		2012-09-28	false	0	http://a1.mzstatic.com/r40/Music30/v4/bb/91/47/bb914735-6677-7660-55b0-d88207248cc5/886445750072.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/monsterpilze-1	1110094707	4fIWqTa6s849HB2NInOgyF		B01F2KWFNM	B0071J7IS0	MPREb_ngQ6udZinj8
338	Im Geisterschiff		Bei einem Sturm werden merkwürdige Dinge an die Küste von Rocky Beach gespült. Handelt es sich hier wirklich um die Überreste eines alten Schiffswracks? Die drei ??? Kids gehen der Sache sprichwörtlich auf den Grund und müssen tief hinabtauchen. Doch was sie zu sehen bekommen, hätten Justus, Peter und Bob nicht in ihren kühnsten Träumen erwartet.		2012-12-30	false	0	http://a1.mzstatic.com/r40/Music18/v4/b0/28/2e/b0282e04-f21c-8c32-cc13-d636b421a8b2/886445750102.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/im-geisterschiff-1	1110091371	5Dlq8pYslsD1dstLQR7NFw		B01F2KULAQ	B0071J7IVC	MPREb_US432ZjRrZy
339	Rückkehr der Saurier		Die Nachricht von der Entdeckung eines Saurier-Friedhofs versetzt ganz Rocky Beach in Aufregung. Kann es wirklich sein, dass tief unter der Erde einige der Urzeitwesen überlebt haben? Doch schon bald zweifelt niemand mehr an der unglaublichen Geschichte. Nur die drei ??? Kids behalten einen kühlen Kopf.		2013-01-25	false	0	http://a1.mzstatic.com/r40/Music124/v4/7d/b4/b1/7db4b116-f4da-4222-1c35-b9e44c84bd08/886445750126.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/ruckkehr-der-saurier-1	1110094649	49GuQzqAa08WMB8fjtEBj4		B01F2KTZ8U	B009TBIKA8	MPREb_zwoaZSTMxLv
340	Die Gruselfalle		Die drei ??? Kids stehen vor einem Rätsel: Wie sollen sie jemanden helfen, von dem sie gar nicht wissen, ob es ihn überhaupt gibt? Haben sie es wirklich mit einem unheimlichen Unsichtbaren zu tun? Doch plötzlich sind die drei Detektive nicht mehr die einzigen, die sich für den gruseligen Fall interessieren.		2013-03-01	false	0	http://a1.mzstatic.com/r40/Music124/v4/c5/e2/eb/c5e2eb91-3a27-33ed-03b6-c8e3d51012ff/886445750157.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/die-gruselfalle-1	1112948510	3UzZjgfXxnjPigAfCYQCr5		B01FI9683U	B009TBIL1G	MPREb_SQwVk2Sg2yx
341	Nacht im Kerker		Rocky Beach wird durch einen spektakulären Juwelenraub erschüttert. Heldenhaft rettet Kommissar Reynolds den Juwelier aus den Flammen. Doch plötzlich steht er selbst unter Verdacht und wird festgenommen. Natürlich glauben die drei ??? Kids an seine Unschuld und wollen ihm helfen. Aber dafür müssen sie selbst ins Gefängnis und sitzen hinter Gittern …		2013-05-10	false	0	http://a1.mzstatic.com/r40/Music60/v4/19/0a/a9/190aa93b-ecef-9402-bea5-9d3271114a2c/886445750195.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/nacht-im-kerker-1	1112966058	5cJ4xmPFjEhOCQIBoYwmWi		B01FILYG1Y	B00C25DK3A	MPREb_4ZHO6Qgr4ok
342	Falsches Gold		Vier rätselhafte alte Münzen und ein Adler, der nicht mehr fliegen soll. Welches Geheimnis verbirgt sich in der verbotenen Werkstatt? Eins wird schnell klar: Es geht um viele Millionen. Die drei ??? Kids müssen sich durch eine ganze Menge Dreck wühlen, bis sie alle Unklarheiten in diesem Fall bereinigt haben …		2013-08-30	false	0	http://a1.mzstatic.com/r40/Music30/v4/9f/d5/ff/9fd5ff7c-7aef-400e-87bd-cf39090d5071/886445753356.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/falsches-gold-1	1112966083	7ATza45Jb2B3MhSD0icgPi		B01FIM5G0I	B00D4FAK4E	MPREb_4R0yuf4xqZE
343	Im Wilden Westen		"Das da vorne sind doch nie im Leben echte Indianer!" Bob griff zur Wasserpistole. Justus schob seinen Hut tief ins Gesicht. "Das werden wir erst wissen, wenn uns der erste Pfeil trifft." Für Filmaufnahmen verwandelt sich Rocky Beach in eine Westernstadt. Auch Justus, Peter und Bob sehen plötzlich wie richtige Cowboys auch. Doch leider gibt es im Wilden Westen auch eine Menge Bösewichte.		2013-10-04	false	0	http://a1.mzstatic.com/r40/Music20/v4/42/11/e8/4211e8dd-38c5-515e-f1f9-ca86dd466814/886445753363.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/im-wilden-westen-1	1112972954	1bK1QqLOaESZgs2pXYY4J6		B01FIM5WP2	B00D4FA6PW	MPREb_p1fsnhKSCjf
344	Mission Mars		Ein Weltraumabenteuer mitten in Rocky Beach? Wird die Stadt tatsächlich Zeuge einer spektakulären Marslandung? So unglaublich das Abenteuer auch klingen mag, so spricht trotzdem vieles dafür. Die drei ??? Kids können es kaum fassen. Doch der Countdown läuft bereits.		2013-11-29	false	0	http://a1.mzstatic.com/r40/Music20/v4/e8/d6/d5/e8d6d533-8435-d673-2a2d-bd0a496e0bdd/886445753400.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/mission-mars-1	1112988770	6GUPPV35zx22eO4g9tctKN		B01FILYMAY	B00D4F8Z8M	MPREb_83DALQRIo8N
345	Der Fluch der Indianer		Die Bewohner von Rocky Beach sind geschockt: Ein fremder Indianer prophezeit ihnen großes Unglück. Doch was hat der merkwürdige Fluch zu bedeuten? Welches Rätsel steckt hinter dem Erscheinen des Mannes? Ein verzwickter Fall für die drei ??? Kids.		2014-01-17	false	0	http://a1.mzstatic.com/r40/Music20/v4/6a/fb/8f/6afb8f5e-80ee-7e5d-1fe3-3a8700b3228b/886445753431.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/der-fluch-der-indianer-1	1112989580	24r6U8cWYIB4bQeMGhNB2Q		B01FIM2NW2	B00GDTICTS	MPREb_WPEuqb5jr8g
346	Stunde der Wahrheit		Auf dem Schrottplatz tauchen seltsame Typen auf. Wollen sie wirklich nur Büchsen werfen? Oder steckt ein Geheimnis dahinter? Die drei ??? Kids müssen tief in die Trickkiste greifen, um ihren Gegnern zuvorzukommen.		2014-02-21	false	0	http://a1.mzstatic.com/r40/Music18/v4/fc/4f/14/fc4f146d-4b7a-69e6-4f89-00cd27bb59d7/886445753486.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/stunde-der-wahrheit-1	1112998417	7o6y1qwFIJolo0ZKUpPTR9		B01FJ28UAK	B09KX1GYDH	MPREb_FScIUD8pada
347	Der verrückte Erfinder		In Rocky Beach findet ein Erfinderwettbewerb statt und durch Zufall sind die drei ??? Kids mit dabei. Doch plötzlich verschwindet ein leicht verrückter Professor. Hat es womöglich etwas mit seiner Erfindung zu tun? Justus, Peter und Bob verfolgen eine heiße Spur, die sie hoch hinaus bringt. Ein gefährlicher Fall.		2014-05-02	false	0	http://a1.mzstatic.com/r40/Music60/v4/22/08/6b/22086b29-ac3c-ebee-9147-9beb278c9040/886445753509.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/der-verruckte-erfinder	1115103972	6NkPN8kGJftA5ZURbZTKve		B01FUGDGG8	B00IGJOXEG	MPREb_bzfX5gGokE0
348	Brennendes Eis		Was für ein Glück! Die drei ??? Kids haben einen Urlaub in der neu gebauten Pazifik Skiarena gewonnen. Aber bei der Eröffnung der überdachten Skipiste geht Einiges schief, denn der Schnee schmilzt plötzlich weg. Nachschub gibt es in den Bergen – doch dort machen sie eine ungeheure Entdeckung.		2014-08-29	false	0	http://a1.mzstatic.com/r40/Music20/v4/af/c7/59/afc759b8-10f6-d1d7-ef8c-2c2616426128/886445753530.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/brennendes-eis	1115104534	12IDORrv50mRmb7501PgiI		B01FUGA6D4	3803232589	MPREb_z7QTMRLh4Id
349	Insel der Haie		Auf Shark Island, einer kleinen Insel vor der Küste Kaliforniens soll ein Piratenfilm gedreht werden. Die drei ??? Kids sind mit dabei, doch plötzlich ist Peters Vater verschwunden. Sofort machen sich Justus, Peter und Bob auf die Suche nach ihm und entdecken dabei einen unterirdischen Gang, der sie in ungeahnte Tiefen des Meeres und in eine verkehrte Welt führt.		2014-11-28	false	0	http://a1.mzstatic.com/r40/Music30/v4/28/d7/b7/28d7b7bc-b1b1-9231-01ad-2eb8fd433b86/886445753561.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/insel-der-haie	1134537437	3ixBUKtl7HtxSZECC3YnNb		B01IG5NS90	3803232902	MPREb_wwT5ek0mAFz
