hörspielID	titel	kurzbeschreibung	beschreibung	metabeschreibung	veröffentlichungsdatum	unvollständig	cover	urlCoverApple	urlCoverKosmos	urlDreifragezeichen	idAppleMusic	idSpotify	idBookbeat	idAmazonMusic	idAmazon	idYouTubeMusic
188	Dunkle Vergangenheit		Das neuste Hobby von Justus Jonas ist die Ahnenforschung.\nUnd dabei macht er eines Tages eine unglaubliche Entdeckung …		2011-12-04	false	0									
189	Entführt		Peter erhält eine E-Mail: Kelly ist entführt worden! Den drei ??? bleibt weniger als eine Stunde Zeit, sie zu finden und zu befreien …		2011-12-06	false	0									
190	Verschwörung auf der Eagle Ranch		Auf dem Autorasthof "Eagle Ranch" geschehen merkwürdige Dinge und die drei ??? erhalten den Auftrag, herauszufinden, was es damit auf sich hat …		2011-12-08	false	0									
191	SOS		Als die drei ??? vom Strand kommen und auf dem Weg nach Hause sind, sehen sie ein SOS-Signal, das aus einem Haus gesendet wird. Eigentlich steht das Haus doch leer …		2011-12-10	false	0									
192	Der graue Dämon		Auf dem Weg nach Hause wird Peter plötzlich von einem unheimlichen, grauen Dämon verfolgt. Ihm bleibt nur noch ein Ausweg: die Flucht …		2011-12-12	false	0									
193	Das Lehrstück		Peters ehemalige Klavierlehrerin, Mrs. Floyd, engagiert die drei ???, um herauszufinden, wo ihre verstorbene Mutter ihr Erbe versteckt haben könnte …		2011-12-14	false	0									
194	Das Rätsel der schwarzen Nadel		Die drei ??? erhalten den Auftrag, bei der Übergabe einer schwarzen Nadel dabei zu sein. Aber geht es dabei wirklich nur um das Schmuckstück?		2011-12-16	false	0									
195	Der verschwundene Superstar		Blacky, der Papagei der drei ???, benimmt sich seit ein paar Tagen höchst sonderbar.\nWas ist der Grund für die merkwürdigen Sprüche, die der Vogel plötzlich zitiert …		2011-12-18	false	0									
196	Manches verlernt man nie		Die drei ??? sollen von der Stadt Rocky Beach für ihr Lebenswerk geehrt werden. Und prompt sitzen sie gleich wieder mitten in einem neuen Fall …		2011-12-20	false	0									
197	Psychomoon		Kellys Tante wird erpresst und die drei ??? sollen bei der Übergabe des Geldes behilflich sein. Aber in dem Motel, in dem Peter und Kelly absteigen, passieren merkwürdige Dinge …		2011-12-22	false	0									
198	Jagd auf den Weihnachtsmann		Rocky Beach versinkt im Schnee. Und zu allem Überfluss treibt gerade jetzt, wo die Polizei mehr oder weniger handlungsunfähig ist, ein krimineller Weihnachtsmann in der Stadt sein Unwesen …		2011-12-24	false	0									
199	und der Feuergeist		Die privat geführte "Oper Califia" in Rocky Beach steht vor dem finanziellen Aus. So ist es nicht verwunderlich, dass die drei ??? zunächst an eine werbewirksame Veranstaltung glauben, als sich eine Mitarbeiterin der Oper Hilfe suchend an sie wendet: Im Gewölbekeller des Gebäudes gehen mysteriöse Dinge vor sich – und ein seltsames Wesen wurde gesichtet! Justus, Peter und Bob übernehmen den Fall und ahnen nicht, auf was sie sich da einlassen. Plötzlich bricht während einer Aufführung ein Großfeuer aus! War es Brandstiftung? Welche Rolle spielen dabei der undurchsichtige Moody Firthway und sein rotes Notizbuch? Nur Justus erkennt als Einziger, was sich tatsächlich hinter den Kulissen abspielt.		2012-11-30	false	1	http://a1.mzstatic.com/us/r30/Music71/v4/d5/8b/37/d58b3740-5414-043e-7a89-15fc43fbc024/source	http://web.archive.org/web/20220123153350if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/77/57/f3/0886979232822.jpg	https://dreifragezeichen.de/produktwelt/details/und-der-feuergeist	1149014175	3uFt95otJjaxH8o40tPtIS	534813	B01HQ50OH0	B0071J4BGW	MPREb_jVvldecT0CJ
200	Nacht der Tiger		Wer ist der unbekannte Auftraggeber im neuen Fall der drei erfolgreichen Detektive aus Rocky Beach? Wie von Geisterhand erscheinen verschlüsselte Botschaften auf dem Computerbildschirm in der Zentrale. Justus' Ehrgeiz ist geweckt und die drei ??? beginnen zu ermitteln. Sie lösen die komplizierten Rätsel des Unbekannten und folgen seiner Spur. Dabei werden die drei Jungen immer tiefer in dubiose Machenschaften verstrickt. Als sich herausstellt, dass ein guter Freund von ihnen als Täter infrage kommt, stehen Justus, Peter und Bob vor einer schwierigen Entscheidung: Sollen sie ihren Freund ausliefern oder der Polizei die Wahrheit verschweigen? Justus fasst einen Plan – und die drei ??? entdecken das Unvorstellbare in der "Nacht der Tiger" …		2013-01-11	false	1	http://a1.mzstatic.com/us/r30/Music71/v4/76/95/67/76956777-0773-74b5-1ae9-880858e2c8c4/source	http://web.archive.org/web/20211231145705if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/19/75/a0/0886979232921.jpg	https://dreifragezeichen.de/produktwelt/details/nacht-der-tiger	1149016169	4rCAnDrNJ96srnBEoA0ISj	534750	B01HQ4YFMG	B009TC7FZS	MPREb_ZmllYLCw1ry
201	Geheimnisvolle Botschaften		Der Raub eines alten handgefertigten Buchs stellt die drei ??? vor ein Rätsel. Denn im Haus von Professor Mathewson hätte es weitaus wertvollere Beute gegeben. Kaum beginnen Justus, Peter und Bob zu ermitteln, stecken sie schon bis zum Hals in Schwierigkeiten:\nEin geheimnisvoller Gegner ist ihnen stets einen Schritt voraus und schreckt vor nichts zurück …		2013-03-01	false	1	http://a1.mzstatic.com/us/r30/Music62/v4/02/d2/42/02d2428d-46c6-88ae-9840-bb6bac345d83/source	http://web.archive.org/web/20220114180112if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/22/c2/6b/0886979233027.jpg	https://dreifragezeichen.de/produktwelt/details/geheimnisvolle-botschaften	1149017354	2F6VxgWbGCUpTU9ux6Dtbi	534741	B01HQGX8O0	B009TC7GHU	MPREb_zzA1Wsl8XZc
202	Die blutenden Bilder		Dreizehn geheimnisvolle Bilder sorgen auf dem Schrottplatz von Justus' Onkel Titus für allerhand Aufregung. Als sich eine ganze Reihe von zwielichtigen Gestalten für die Gemälde interessiert, wittern die drei ??? einen Fall. Zu dumm, dass einige der Bilder bereits spurlos verschwunden sind. Justus, Peter und Bob müssen sich bei ihrer Suche beeilen, denn Rocky Beach wird von einem hinterhältigen Erpresser heimgesucht, der es ausgerechnet auf Kunstwerke abgesehen hat und eine mysteriöse Spur hinterlässt.		2013-05-10	false	1	http://a1.mzstatic.com/us/r30/Music71/v4/53/4b/01/534b0104-c102-b636-e09f-0f693c658a03/source	http://web.archive.org/web/20211227022640if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/b8/5c/91/0887254003120.jpg	https://dreifragezeichen.de/produktwelt/details/die-blutenden-bilder	1149329426	1GEzdjI5N25iuGjvypRscs	534756	B01HQH0N3I	B00BK8Z20O	MPREb_wen5af1ilQt
203	und der schreiende Nebel		Als die drei ??? Post von einem alten Bekannten erhalten, ahnen sie noch nicht, was für ein gefährliches Abenteuer sie erwartet. Der rätselhafte Hilferuf führt sie mitten in die Einöde von South Dakota. Dort werden sie Zeugen unfassbarer Ereignisse, die eine abgelegene Prärie-Ortschaft heimsuchen. Welches dunkle Geheimnis steckt hinter dem unheimlichen Nebel, der die Einwohner in Angst und Schrecken versetzt? Und was hat es mit den grässlichen Schreien auf sich, die immer wieder aus den weißen Schwaden dringen? Die drei Detektive nehmen die Ermittlungen auf – und geraten selbst in die Fänge des Nebels …		2013-07-12	false	1	http://a1.mzstatic.com/us/r30/Music71/v4/a3/37/c9/a337c9f9-455b-d36a-5431-c336dd4a4552/source	http://web.archive.org/web/20220111212302if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/70/82/91/0887254003229.jpg	https://dreifragezeichen.de/produktwelt/details/und-der-schreiende-nebel	1149330399	7beppYTqtHAEPKoXyodssF	534800	B01HQGWSJG	B00CJPRI5E	MPREb_Ia1xixURwDy
204	und der verschollene Pilot		Eigentlich sollen die drei ??? für Onkel Titus nur ein Auto überführen. Doch der dichte Nebel in den Bergen zwingt sie, sich dort eine Unterkunft zu suchen. Ein seltsamer Pick-up-Fahrer führt sie zum "King of the Mountain", einem heruntergekommenen Hotel ohne einen einzigen Gast. Bald geschehen seltsame Dinge, die nur eins bedeuten können: Das Hotel birgt ein Geheimnis! Hat das Wrack eines vor Jahren in den Bergen abgestürzten Flugzeugs etwas damit zu tun?		2013-08-30	false	1	http://a1.mzstatic.com/us/r30/Music71/v4/64/c5/5b/64c55bab-6657-1761-b0e0-775082869537/source	http://web.archive.org/web/20220115152701if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/bd/16/24/0887254003328.jpg	https://dreifragezeichen.de/produktwelt/details/und-der-verschollene-pilot	1149332439	4fv0pPN7ZjbUiejSTxTPZh	534809	B01HQGX97G	B00D4FB71O	MPREb_j8OddX7XGia
205	Fußball-Teufel		Eigentlich wollen die drei ??? am Felsen "Hooked Nose" nur nach einem verschwundenen Hund suchen, doch schon bald taucht ein düsterer Mann mit Pferdefuß auf. Ist der "Hooked Nose" wirklich ein verfluchter Ort, an dem der Teufel umgeht? Und was hat der junge Fußballer Lenni Carson mit dem Geheimnis des Felsens zu tun? Müssen es Justus, Peter und Bob bei ihren Ermittlungen dieses Mal wirklich mit dem Teufel persönlich aufnehmen?		2013-10-04	false	1	http://a1.mzstatic.com/us/r30/Music71/v4/33/9d/82/339d82ac-5442-604b-98b5-8c9d7ebc130e/source	http://web.archive.org/web/20220114180110if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/0c/4a/4b/0887254003427.jpg	https://dreifragezeichen.de/produktwelt/details/fussball-teufel	1149333141	3An657Q0wkVp4nIDg2zpcB	534846	B01HQGZ802	B00D4FCCS6	MPREb_uP5FLd53eO1
206	und der 5. Advent		Die anstehenden Festtage haben sich Justus, Peter und Bob wahrlich anders vorgestellt: Durch einen Zufall wird Justus Zeuge, wie Tante Mathildas Freundin Lydia Candle am 1. Dezember in ihrem Adventskalender einen erschreckenden Fund macht!\nUnd schon bald stellt sich heraus, dass ein furchtbares Verbrechen verübt werden soll! Viel Zeit bleibt den drei Detektiven nicht, diesen verzwickten Fall zu lösen, in dem an jedem Tag neue Stolpersteine auftauchen, die schließlich nicht nur das Leben von Bob Andrews bedrohen! Die Zeit drängt und bis zum 24. Dezember gilt es, manch harte Nuss zu knacken …		2013-10-04	false	1	http://a1.mzstatic.com/r40/Music71/v4/96/1c/ed/961ced16-8515-10f4-6a56-02a2bc5bc285/886446100562.jpg		https://dreifragezeichen.de/produktwelt/details/der-5-advent	1174866876	2qFuUJMx8w4VEO0Zdf8jFJ	534933	B01N07GZIJ	B00E1SJDXW	MPREb_xqQYIFXpbwT
207	Im Schatten des Giganten		Die drei ??? begleiten Mr. Andrews auf eine Recherche-Reise in den Yosemite National Park. Doch anstatt sich zu erholen, finden sich Justus, Bob und Peter plötzlich mitten in einem hochgefährlichen Fall wieder: Einer von ihnen wird angeschossen, im Wald geben mysteriöse Blutspuren Rätsel auf und die drei Detektive machen einen schrecklichen Fund. Schließlich kommt es am Half Dome, dem großen Granitfelsen im Park, zu einer Kletterpartie auf Leben und Tod …		2013-11-29	false	1	http://a1.mzstatic.com/us/r30/Music62/v4/e3/44/2b/e3442bfa-54ba-5906-6898-5b2054c2ca12/source	http://web.archive.org/web/20211227022638if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/c7/9d/13/0887254003526.jpg	https://dreifragezeichen.de/produktwelt/details/im-schatten-des-giganten	1149333942	4izJKxYT4fTwIZjoXNgkX7	534754	B01HQGXL9M	B00D4F8X70	MPREb_jXULcuTl1lc
208	und die brennende Stadt		Ex-Kommissar Reynolds stattet den drei Detektiven einen Besuch ab. Es geht um das rätselhafte Testament seines Bruders, das Justus, Peter und Bob für ihren alten Freund entschlüsseln sollen. Ehe sie sich's versehen, stecken die drei ??? mitten in einem brandheißen Fall, der ihren vollen Einsatz verlangt. Denn das Erbe ruft düstere Gestalten auf den Plan – und die schrecken vor nichts zurück …		2014-01-17	false	1	http://a1.mzstatic.com/us/r30/Music71/v4/f0/6b/f7/f06bf784-4780-e1b4-f78d-290902f3e662/source	http://web.archive.org/web/20220111022949if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/5d/d0/58/0887254003625.jpg	https://dreifragezeichen.de/produktwelt/details/und-die-brennende-stadt	1149334526	427kScPIeUSfoNKCNercMC	534753	B01HQGWOFO	B00GDTIDVK	MPREb_rdN6J4LJMa5
209	und das blaue Biest		Im Film-Erlebnispark "Movie Empire" gehen seltsame Dinge vor sich. Ein Unbekannter verübt hinterhältige Sabotage-Akte und bringt damit die Shows und Besucher in Gefahr. Aber wem könnte daran gelegen sein, den Park zu ruinieren? Als wäre das nicht genug, taucht immer wieder ein blau schimmerndes Monstrum auf, das einem mythischen Mantikor ähnelt. Furchtlos nehmen die drei ??? die Ermittlungen auf. Bis sie eines Nachts plötzlich dem Biest gegenüberstehen …		2014-02-21	false	1	http://a1.mzstatic.com/us/r30/Music111/v4/a4/04/2b/a4042bde-8b6f-01fc-8679-b78c2e45942d/source	http://web.archive.org/web/20211231145704if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/16/03/20/0887254003724.jpg	https://dreifragezeichen.de/produktwelt/details/und-das-blaue-biest	1149335077	7kskBahbrQWCOiaXKuoPjE	534767	B01HQGVG0I	B00GNUUQVO	MPREb_DvCroh54Q3i
210	Das Rätsel der Sieben		Sieben Kurzgeschichten von sieben Autoren in einer Hörspiel-Box: Bei diesen Fällen wird so rasant ermittelt, dass die Lösungen nur knapp entfernt sind!\nMysteriös, abenteuerlich, gespenstisch, experimentell, witzig, unheimlich und verflixt: Siebenmal knackig-kurzer Hör-Spaß ist garantiert!		2014-02-21	false	1			https://dreifragezeichen.de/produktwelt/details/das-ratsel-der-sieben	1092549930	2AEzTekSWfyfzJH56jmhET	534898	B01CV1AZ64	B00H5DNBKQ	MPREb_vwIe8fywkgK
211	Der siebte Gast		Mrs. Emily White spürt instinktiv, dass an dem Schreiben von ihrer Freundin Judy Fradkin etwas faul ist. Warum wurde die alte Dame von dem Jahrestreffen der Märchenfiguren so urplötzlich ausgeladen? Um der Sache auf den Grund zu gehen, holt sich Mrs White die Unterstützung der drei ???.			false	0									
212	Bis um sieben zurück		Bob Andrews rutscht auf dem glitschigen Boden des Schuppens aus und wird ohnmächtig. Als er kurze Zeit später erwacht, scheinen einige Dinge plötzlich recht merkwürdig zu sein … Doch nicht nur für ihn; denn auch seine Eltern scheinen ihn kaum wiederzuerkennen und machen sich die größten Sorgen um ihren Sohn. In ihrer Angst ziehen sie einen Arzt hinzu …			false	0									
213	Bobs schwerste Stunde		Bob weicht jede Farbe aus dem Gesicht. Wie vom Blitz getroffen steht er vor dem geöffneten Aktenschrank und lässt seinen Blick über die leeren Regale schweifen. Einbrecher haben das gesamte Fall-Archiv der drei Detektive gestohlen! Die Sammlung scheint für immer verloren zu sein. Doch dann entdeckt Justus einen Zettel mit einer merkwürdigen Botschaft …			false	0									
214	Die rote Sieben		"Ihre Einsätze bitte!" Während der Croupier im Casino des Luxusdampfers die Kugel in der Roulette-Schüssel kreisen lässt, wird in Kabine 347 ein Passagier niedergeschlagen und ausgeraubt! Ein Fall für die drei Detektive, die auf dem Schiff gerade als Aushilfskellner arbeiten …			false	0									
215	Schutzgeld		Wer ist die seltsame Dame, die so auffällig unauffällig durch die Einkaufsstraße schleicht, und sich dabei immer wieder ängstlich umsieht? Als sich die drei Detektive an ihre Fersen heften und die Verdächtige demaskieren, erleben sie eine große Überraschung. Doch jetzt fangen die Schwierigkeiten erst an …			false	0									
216	Die siebte Frau des Leuchters		"Mein Name ist Nayeli. Und ich bin ein Dieb!" Der junge Mann, der bei den drei Detektiven auf dem Schrottplatz auftaucht, zieht einen antiken Kerzenhalter aus seinem Rucksack und erzählt dazu eine seltsame Geschichte. Doch wer ist der Fremde, der urplötzlich auftaucht und Nayeli dann in die Flucht schlägt? Unversehens geraten Justus, Bob und Peter in große Gefahr …			false	0									
217	Die verschwundene Torte		An Justus' Geburtstag muss der Erste Detektiv eine schwere Niederlage einstecken: Ausgerechnet seine Geburtstagstorte wurde über Nacht aus der Freiluftwerkstatt gestohlen! Doch wer kommt als Täter in Frage? Mit Hilfe einer Überwachungskamera sollte der Dieb doch zu identifizieren sein – oder etwa nicht?			false	0									
218	GPS-Gangster		Die drei ??? kommen zu spät: Sie können die Prinzessin nicht vor der Katastrophe retten! Zum Glück ist es nur ein Geocaching-Wettbewerb, bei dem Justus, Peter und Bob ihr Ziel um Haaresbreite verfehlen. Doch aus dem Spiel wird gefährlicher Ernst, als der geheimnisvolle Captain Skull auf der Bildfläche erscheint. Auf seinem Raubzug durch Rocky Beach spielt er ein rätselhaftes Katz-und-Maus-Spiel mit der Polizei. Wird er über Leichen gehen? Können die Detektive den Wettlauf mit der Zeit gewinnen?		2014-05-02	false	1	http://a1.mzstatic.com/us/r30/Music71/v4/61/82/67/618267e9-4aba-d583-b86d-2fdfd8606d35/source	http://web.archive.org/web/20220124230853if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/95/b5/7f/0887254003823.jpg	https://dreifragezeichen.de/produktwelt/details/gps-gangster	1149335801	77aawQqgLQZxPb9kwSg0JR	534911	B01HQGVJ1E	B00IGJOWM4	MPREb_WP5w01uGTXt
219	Die Spur des Spielers		Bei einer Versteigerung auf dem Schrottplatz von Onkel Titus kommt ein scheinbar wertloses Schachspiel für eine ungeheure Summe unter den Hammer. Kurze Zeit später wird das Spiel gestohlen – ein neuer Fall für die drei ???! Welches Geheimnis birgt das Spiel? Wem hat es gehört? Die Zeit drängt, denn Justus, Peter und Bob sind nicht die Einzigen, die das Rätsel lösen wollen. Und nicht jede Figur in diesem Spiel ist das, was sie zu sein scheint …		2014-07-04	false	1	http://a1.mzstatic.com/us/r30/Music62/v4/42/03/51/420351cc-053e-af53-d65a-35e3fe43e78c/source	http://web.archive.org/web/20220123153347if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/7a/b3/5c/0887254003922.jpg	https://dreifragezeichen.de/produktwelt/details/die-spur-des-spielers	1149337256	5PEHeYcUhz1Aq02ZB1pUgJ	534882	B01HQGZO4M	B00JBUIWJQ	MPREb_l2eiIqNa3zZ
220	Straße des Grauens		Ex-Kommissar Reynolds wurde entführt! Justus, Peter und Bob machen sich sofort auf die Spur des Täters. Doch der verbietet ihnen jeglichen Kontakt zur Polizei, schickt ihnen ein Paket mit fragwürdigem Inhalt und lässt ihnen seltsame Hinweise zukommen. Durch die glühende Hitze der Wüste jagen die drei ??? ihren ruchlosen Gegner. Und dann verschwindet auch noch Bob! Wie weit werden die Detektive gehen, um ihre Freunde zu retten?		2014-08-29	false	1	http://a1.mzstatic.com/us/r30/Music71/v4/92/7c/70/927c7044-8078-6a25-4d74-65f0018fda86/source	http://web.archive.org/web/20220111212301if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/16/33/f0/0887254004028.jpg	https://dreifragezeichen.de/produktwelt/details/strasse-des-grauens	1149906410	62CKj2RCiWDDUtBWTn4KxQ	534764	B01HQGYQAU	B00JBUMQ7U	MPREb_nZZzohhP2Kg
